time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-03-05T03:40:58.440Z,36.4818,-97.7368,5,4.2,mwr,,26,0.498,0.77,us,us2000dca2,2018-03-05T19:28:10.492Z,"15km NE of Enid, Oklahoma",earthquake,1.3,1.9,0.037,69,reviewed,us,us
2018-03-05T03:39:02.724Z,61.5194,-149.8922,54.7,1.5,ml,,,,0.3,ak,ak18586157,2018-03-05T03:41:30.791Z,"3km E of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-03-05T03:22:15.950Z,33.5005,-116.786,5.92,0.59,ml,27,34,0.07645,0.17,ci,ci37888247,2018-03-05T14:25:09.180Z,"10km NE of Aguanga, CA",earthquake,0.22,0.89,0.127,21,reviewed,ci,ci
2018-03-05T03:20:56.370Z,33.4966667,-116.7901667,6.5,0.96,ml,38,34,0.08154,0.17,ci,ci37888239,2018-03-05T14:25:12.290Z,"9km NE of Aguanga, CA",earthquake,0.18,0.6,0.146,25,reviewed,ci,ci
2018-03-05T03:19:48.470Z,35.3281667,-84.3683333,12.85,1.5,md,8,86,0.0709,0.09,se,se60053328,2018-03-05T18:49:01.320Z,"14km E of Etowah, Tennessee",earthquake,0.55,0.94,0.154,7,reviewed,se,se
2018-03-05T03:12:08.740Z,36.9454,-97.7291,6.54,2.3,mb_lg,,46,0.102,0.28,us,us2000dc9x,2018-03-05T05:16:04.228Z,"14km SW of Caldwell, Kansas",earthquake,1.8,6.4,0.161,10,reviewed,us,us
2018-03-05T02:58:04.483Z,64.4419,-147.9508,17.9,0.8,ml,,,,0.5,ak,ak18585837,2018-03-05T03:07:40.120Z,"44km SSW of Badger, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-03-05T02:54:06.750Z,-18.361,-71.4428,22.23,4.1,mwr,,140,1.087,1.1,us,us2000dc9v,2018-03-05T03:13:41.040Z,"80km S of Ilo, Peru",earthquake,6.4,5.1,0.06,27,reviewed,us,us
2018-03-05T02:43:29.210Z,45.6145,-111.8055,-0.06,0.52,ml,6,107,0.125,0.13,mb,mb80285284,2018-03-05T15:10:40.380Z,"36km SSW of Three Forks, Montana",earthquake,0.47,1.99,,0,reviewed,mb,mb
2018-03-05T02:35:52.510Z,33.4848333,-116.7871667,4.54,0.93,ml,37,39,0.09051,0.19,ci,ci37888207,2018-03-05T14:25:15.500Z,"9km ENE of Aguanga, CA",earthquake,0.21,0.51,0.117,25,reviewed,ci,ci
2018-03-05T02:28:03.061Z,38.6781,-119.4928,9.8,0.7,ml,6,133.66,0.179,0.0979,nn,nn00624245,2018-03-05T03:40:11.084Z,"17km SW of Smith Valley, Nevada",earthquake,,5.9,0.49,3,reviewed,nn,nn
2018-03-05T02:27:35.314Z,60.0927,-150.8294,42.5,1.5,ml,,,,0.28,ak,ak18585812,2018-03-05T02:34:39.848Z,"40km SE of Cohoe, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-03-05T02:16:24.820Z,37.6559982,-118.8726654,3.23,1.24,md,14,142,0.02241,0.03,nc,nc72979206,2018-03-05T04:17:02.916Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.39,0.6,0.14,13,automatic,nc,nc
2018-03-05T01:42:04.539Z,59.7183,-153.5781,131.1,2.2,ml,,,,0.42,ak,ak18585488,2018-03-05T01:59:08.581Z,"75km E of Old Iliamna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-03-05T01:18:29.430Z,46.908,-112.5273333,11.33,2.91,ml,25,114,0.1,0.24,mb,mb80285279,2018-03-05T18:32:57.146Z,"12km ESE of Lincoln, Montana",earthquake,0.51,0.69,0.15,12,reviewed,mb,mb
2018-03-05T01:05:39.530Z,11.2845,125.3744,118.21,4.9,mb,,96,4.192,0.82,us,us2000dc9b,2018-03-05T02:48:07.562Z,"17km NNE of Lawa-an, Philippines",earthquake,9.3,6.8,0.055,105,reviewed,us,us
2018-03-05T01:04:27.710Z,37.6583328,-118.8743362,2.94,0.95,md,12,147,0.02264,0.03,nc,nc72979176,2018-03-05T01:19:03.514Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.48,0.96,0.16,10,automatic,nc,nc
2018-03-05T00:55:02.117Z,39.3482,-120.0067,7.7,0.5,ml,8,128.3,0.06,0.1597,nn,nn00624235,2018-03-05T01:15:46.863Z,"11km NNW of Incline Village, Nevada",earthquake,,2.2,0.82,3,reviewed,nn,nn
2018-03-05T00:42:33.710Z,46.6086667,-119.8438333,6.31,0.75,ml,9,164,0.05075,0.07,uw,uw61370941,2018-03-05T04:28:21.630Z,"9km SE of Desert Aire, Washington",earthquake,0.35,0.24,0.101,5,reviewed,uw,uw
2018-03-05T00:38:39.461Z,38.677,-119.4964,9.3,0.5,ml,7,132.43,0.179,0.0794,nn,nn00624234,2018-03-05T01:12:41.625Z,"17km SW of Smith Valley, Nevada",earthquake,,6,0.41,2,reviewed,nn,nn
2018-03-05T00:35:07.005Z,65.5368,-148.0533,6.6,1.2,ml,,,,0.32,ak,ak18585154,2018-03-05T00:41:23.315Z,"76km N of College, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-03-05T00:30:16.387Z,38.5393,-118.6298,2.4,1.7,ml,16,71.29,0.122,0.1879,nn,nn00624228,2018-03-05T00:45:02.252Z,"1km NNW of Hawthorne, Nevada",earthquake,,1.9,0.34,5,reviewed,nn,nn
2018-03-05T00:27:46.600Z,-6.3267,142.3362,10,4.1,mb,,194,12.802,0.83,us,us2000dc95,2018-03-05T00:50:35.040Z,"112km ENE of Lake Murray, Papua New Guinea",earthquake,16.2,2,0.158,11,reviewed,us,us
2018-03-05T00:24:47.440Z,32.3235016,-115.3639984,9.53,1.94,ml,11,144,0.108,0.18,ci,ci37888183,2018-03-05T00:28:28.254Z,"16km WSW of Delta, B.C., MX",earthquake,0.69,2.35,0.175,6,automatic,ci,ci
2018-03-05T00:23:29.944Z,38.246,-119.4211,0,1,ml,5,200.84,0.259,0.0964,nn,nn00624323,2018-03-05T19:21:36.396Z,"16km W of Bridgeport, California",earthquake,,0,0,1,reviewed,nn,nn
2018-03-05T00:14:28.833Z,65.1264,-146.4657,7.1,1.1,ml,,,,0.55,ak,ak18585143,2018-03-05T00:26:58.487Z,"58km NNE of Eielson Air Force Base, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-03-05T00:01:11.220Z,44.6508333,-110.4356667,3.91,1.76,ml,10,133,0.08609,0.07,uu,uu60273232,2018-03-05T18:52:45.230Z,"37km NE of Old Faithful Geyser, Wyoming",earthquake,0.27,0.77,0.172,3,reviewed,uu,uu
2018-03-04T23:50:43.933Z,38.6758,-119.4985,10.9,1,ml,6,142.73,0.178,0.0702,nn,nn00624237,2018-03-05T01:18:53.685Z,"18km SW of Smith Valley, Nevada",earthquake,,7.2,0.14,2,reviewed,nn,nn
2018-03-04T23:37:24.848Z,65.1118,-144.9721,0,1.5,ml,,,,0.71,ak,ak18584841,2018-03-04T23:50:06.840Z,"42km SSW of Circle Hot Springs Station, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-03-04T23:34:37.480Z,63.5702,-148.7734,9.9,1.4,ml,,,,0.53,ak,ak18584838,2018-03-04T23:37:52.762Z,"21km NNE of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-03-04T23:26:30.620Z,37.6544991,-118.8756638,3.68,2.25,md,34,53,0.0196,0.05,nc,nc72979121,2018-03-05T03:49:03.851Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.23,0.3,0.19,29,automatic,nc,nc
2018-03-04T23:26:29.920Z,48.3256667,-121.7286667,-0.18,1.05,ml,6,121,0.1862,0.31,uw,uw61370926,2018-03-05T04:48:03.660Z,"12km NW of Darrington, Washington",earthquake,0.9,1.31,0.02,4,reviewed,uw,uw
2018-03-04T23:17:17.130Z,36.468,-97.7244,1.85,4.2,mwr,,20,0.514,0.81,us,us2000dc7w,2018-03-05T19:21:09.179Z,"15km ENE of Enid, Oklahoma",earthquake,3.3,5.5,0.035,79,reviewed,us,us
2018-03-04T23:05:13.720Z,37.6553345,-118.871666,3.12,1.04,md,13,119,0.02277,0.04,nc,nc72979106,2018-03-04T23:38:03.752Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.36,0.49,0.09,11,automatic,nc,nc
2018-03-04T23:04:28.213Z,62.9991,-150.8173,108.6,1.4,ml,,,,0.46,ak,ak18584818,2018-03-04T23:09:40.873Z,"83km NNW of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-03-04T23:00:30.810Z,37.6533318,-118.8740005,3.73,1.41,md,20,108,0.0202,0.04,nc,nc72979096,2018-03-05T03:34:03.820Z,"9km E of Mammoth Lakes, CA",earthquake,0.26,0.37,0.14,18,automatic,nc,nc
2018-03-04T22:53:30.080Z,36.4090004,-120.9838333,6,1.34,md,9,182,0.03248,0.02,nc,nc72979091,2018-03-05T03:07:02.759Z,"20km SE of Pinnacles, CA",earthquake,0.57,0.63,0.42,6,automatic,nc,nc
2018-03-04T22:38:01.450Z,-6.349,142.9883,10,4.2,mb,,118,5.127,1.11,us,us2000dc74,2018-03-04T23:01:17.040Z,"75km WSW of Mendi, Papua New Guinea",earthquake,7.3,1.9,0.167,10,reviewed,us,us
2018-03-04T22:28:08.010Z,37.6573334,-118.8733368,3.25,1,md,13,145,0.02269,0.03,nc,nc72979076,2018-03-04T23:05:03.645Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.48,0.57,0.12,11,automatic,nc,nc
2018-03-04T22:23:06.738Z,61.8154,-149.4845,0.8,2.2,ml,,,,0.74,ak,ak18584515,2018-03-04T22:36:11.798Z,"15km WNW of Fishhook, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-03-04T22:21:27.990Z,37.6534996,-118.8751678,3.66,1.65,md,26,88,0.01945,0.05,nc,nc72979066,2018-03-05T06:25:21.386Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.23,0.35,0.27,21,automatic,nc,nc
2018-03-04T22:18:02.515Z,63.1794,-150.5758,124,1.6,ml,,,,0.37,ak,ak18584512,2018-03-04T22:22:54.882Z,"84km WSW of Cantwell, Alaska",earthquake,,1,,,automatic,ak,ak
2018-03-04T22:18:02.330Z,-21.0991,-178.5566,535.53,4.5,mb,,135,4.622,0.56,us,us2000dc7b,2018-03-04T23:01:07.040Z,"51km SSE of Ndoi Island, Fiji",earthquake,18.5,11,0.125,19,reviewed,us,us
2018-03-04T21:58:04.536Z,64.1388,-146.7505,0,1.5,ml,,,,0.76,ak,ak18584495,2018-03-04T22:05:45.645Z,"43km S of Salcha, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-03-04T21:55:36.490Z,37.6534996,-118.8746643,3.54,1.4,md,20,108,0.01981,0.03,nc,nc72979061,2018-03-05T02:13:02.645Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.29,0.36,0.16,16,automatic,nc,nc
2018-03-04T21:50:28.690Z,33.49,-116.7845,4.63,0.83,ml,30,39,0.08491,0.14,ci,ci37888159,2018-03-05T14:27:20.120Z,"9km NE of Aguanga, CA",earthquake,0.19,0.43,0.158,21,reviewed,ci,ci
2018-03-04T21:46:03.000Z,37.6563339,-118.8723297,2.98,1.2,md,14,120,0.02281,0.03,nc,nc72979056,2018-03-05T01:46:03.587Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.34,0.56,0.15,12,automatic,nc,nc
2018-03-04T21:30:24.150Z,37.5431671,-118.8310013,4.6,0.95,md,15,148,0.0468,0.01,nc,nc72979046,2018-03-04T22:25:02.565Z,"14km W of Toms Place, CA",earthquake,0.32,0.59,0.18,11,automatic,nc,nc
2018-03-04T21:16:10.600Z,61.0782,-150.5357,28.6,1.3,ml,,,,0.54,ak,ak18584210,2018-03-04T21:20:12.274Z,"37km WSW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-03-04T21:13:23.550Z,34.3131667,-116.4426667,8.1,1.7,ml,41,51,0.05426,0.2,ci,ci37888143,2018-03-05T14:27:26.210Z,"22km N of Yucca Valley, CA",earthquake,0.29,0.72,0.157,28,reviewed,ci,ci
2018-03-04T21:12:05.180Z,37.6556664,-118.8714981,3.01,0.81,md,11,120,0.02305,0.02,nc,nc72979031,2018-03-04T22:14:03.546Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.32,0.47,0.08,9,automatic,nc,nc
2018-03-04T21:04:29.810Z,59.7627,-153.7451,159.6,2.2,ml,,,,0.39,ak,ak18584205,2018-03-04T21:12:12.656Z,"65km E of Old Iliamna, Alaska",earthquake,,1,,,automatic,ak,ak
2018-03-04T20:57:39.480Z,37.6539993,-118.8704987,2.51,0.74,md,7,173,0.023,0.02,nc,nc72979021,2018-03-04T21:52:02.493Z,"10km ENE of Mammoth Lakes, CA",earthquake,1.03,0.75,0.07,7,automatic,nc,nc
2018-03-04T20:55:16.590Z,37.6536674,-118.8751678,3.56,1.69,md,26,108,0.01953,0.04,nc,nc72979011,2018-03-05T01:18:03.513Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.29,0.33,0.23,20,automatic,nc,nc
2018-03-04T20:54:48.430Z,37.6538315,-118.8738327,3.8,1.44,md,20,88,0.02536,0.03,nc,nc72979016,2018-03-05T00:51:04.446Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.27,0.44,0.23,16,automatic,nc,nc
2018-03-04T20:53:41.100Z,37.6548347,-118.8726654,3.1,0.88,md,10,119,0.02183,0.02,nc,nc72979006,2018-03-04T21:21:04.421Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.5,0.5,0.2,8,automatic,nc,nc
2018-03-04T20:52:47.790Z,44.8048333,-111.549,11.32,0.52,md,8,110,0.089,0.12,mb,mb80285264,2018-03-05T15:17:18.360Z,"38km WNW of West Yellowstone, Montana",earthquake,0.39,0.59,0.364,4,reviewed,mb,mb
2018-03-04T20:50:23.030Z,37.6548347,-118.8724976,3.07,1.24,md,13,119,0.02195,0.02,nc,nc72979001,2018-03-05T00:23:02.909Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.36,0.48,0.13,10,automatic,nc,nc
2018-03-04T20:47:43.410Z,29.7502,142.1104,30.32,4.8,mb,,134,3.886,0.79,us,us2000dc6j,2018-03-04T21:35:13.040Z,"295km N of Chichi-shima, Japan",earthquake,11.1,6.2,0.066,71,reviewed,us,us
2018-03-04T20:43:37.240Z,56.4648,-148.645,19.58,4.1,mb,,157,2.521,0.78,us,us2000dc5x,2018-03-04T22:08:59.333Z,"271km ESE of Kodiak, Alaska",earthquake,8.7,7.6,0.371,2,reviewed,us,us
2018-03-04T20:40:42.570Z,-2.0606,135.6725,10,5.1,mb,,129,3.525,1.06,us,us2000dc5z,2018-03-04T20:55:05.040Z,"145km N of Nabire, Indonesia",earthquake,6.7,1.9,0.101,32,reviewed,us,us
2018-03-04T20:39:59.050Z,37.663166,-118.8704987,3.34,0.63,md,8,218,0.02807,0.02,nc,nc72978991,2018-03-04T21:01:03.305Z,"10km ENE of Mammoth Lakes, CA",earthquake,1.27,2.02,0.19,7,automatic,nc,nc
2018-03-04T20:38:59.620Z,61.2299,-152.4796,4,0.4,ml,,,,0.11,ak,ak18584173,2018-03-04T21:57:04.157Z,"84km N of Redoubt Volcano, Alaska",earthquake,,2264.5,,,reviewed,ak,ak
2018-03-04T20:24:03.740Z,-6.4969,142.6661,10,4.9,mb,,58,5.305,1.3,us,us2000dc5p,2018-03-04T20:47:23.040Z,"114km WSW of Mendi, Papua New Guinea",earthquake,9.4,1.9,0.084,44,reviewed,us,us
2018-03-04T20:22:53.210Z,37.6599998,-118.8720016,2.83,0.71,md,9,150,0.02512,0.04,nc,nc72978961,2018-03-04T20:39:05.247Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.71,0.83,0.11,8,automatic,nc,nc
2018-03-04T20:18:27.870Z,34.1498333,-116.4215,3.9,1.27,ml,29,76,0.08448,0.19,ci,ci37888103,2018-03-05T14:27:14.844Z,"4km NNE of Yucca Valley, CA",earthquake,0.31,0.83,0.14,27,reviewed,ci,ci
2018-03-04T20:14:48.800Z,34.1575,-116.449,3.47,1.02,ml,21,73,0.1007,0.24,ci,ci37888095,2018-03-04T20:18:29.542Z,"5km NNW of Yucca Valley, CA",earthquake,0.45,1.5,0.153,20,automatic,ci,ci
2018-03-04T20:14:36.620Z,37.6546669,-118.8753357,3.68,1.87,md,27,88,0.01991,0.05,nc,nc72978956,2018-03-05T04:17:19.355Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.26,0.32,0.26,23,automatic,nc,nc
2018-03-04T20:14:17.010Z,46.746,-121.8921667,3.25,0.98,ml,9,253,0.05696,0.08,uw,uw61370891,2018-03-05T04:25:45.360Z,"22km NW of Packwood, Washington",earthquake,0.63,0.93,0.32,7,reviewed,uw,uw
2018-03-04T20:12:28.790Z,-32.8047,179.8622,220.47,5.1,mb,,138,4.023,1.38,us,us2000dc5g,2018-03-04T20:41:34.040Z,"191km SW of L'Esperance Rock, New Zealand",earthquake,11.1,8.8,0.119,23,reviewed,us,us
2018-03-04T19:56:18.110Z,-6.3069,142.6202,10,6,mww,,38,5.449,1.06,us,us2000dc52,2018-03-04T22:01:43.874Z,"112km SW of Porgera, Papua New Guinea",earthquake,7.9,1.9,0.068,21,reviewed,us,us
2018-03-04T19:52:51.210Z,44.8687,148.0265,107.05,5.4,mww,,149,3.959,1.56,us,us2000dc4z,2018-03-04T20:05:40.040Z,"42km SSE of Kuril'sk, Russia",earthquake,9.8,9.1,0.073,18,reviewed,us,us
2018-03-04T19:51:37.415Z,59.4943,-154.3722,200.1,2.4,ml,,,,0.83,ak,ak18583847,2018-03-04T20:06:52.323Z,"41km SE of Old Iliamna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-03-04T19:49:51.099Z,39.35,-120.0219,5.1,0.3,ml,11,67.31,0.059,0.1753,nn,nn00624217,2018-03-04T23:18:57.661Z,"11km NNW of Incline Village, Nevada",earthquake,,2.4,0.81,4,reviewed,nn,nn
2018-03-04T19:48:09.110Z,3.27,-83.0175,25.53,4.4,mb,,181,5.116,1.23,us,us2000dc4y,2018-03-04T21:56:52.040Z,"Off the coast of Central America",earthquake,10.3,7.6,0.311,3,reviewed,us,us
2018-03-04T19:47:46.480Z,37.6536674,-118.8718338,2.94,0.84,md,11,118,0.0219,0.02,nc,nc72978936,2018-03-04T20:14:03.186Z,"10km E of Mammoth Lakes, CA",earthquake,0.46,0.5,0.19,9,automatic,nc,nc
2018-03-04T19:45:09.500Z,33.5321667,-116.7248333,2.76,1.51,ml,54,25,0.03474,0.16,ci,ci37888071,2018-03-05T14:28:30.890Z,"5km WSW of Anza, CA",earthquake,0.16,0.49,0.16,28,reviewed,ci,ci
2018-03-04T19:42:22.310Z,34.155,-116.427,3.9,1.08,ml,25,75,0.09084,0.2,ci,ci37888055,2018-03-05T14:28:18.636Z,"5km N of Yucca Valley, CA",earthquake,0.37,0.87,0.168,27,reviewed,ci,ci
2018-03-04T19:22:39.550Z,33.363,-116.9173333,11.06,0.74,ml,9,185,0.2455,0.19,ci,ci37888031,2018-03-04T19:26:15.887Z,"5km W of Palomar Observatory, CA",earthquake,1.03,6.15,0.187,17,automatic,ci,ci
2018-03-04T19:20:52.750Z,37.6549988,-118.8756638,3.6,1.64,md,25,89,0.01986,0.05,nc,nc72978906,2018-03-05T03:24:43.347Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.24,0.33,0.2,18,automatic,nc,nc
2018-03-04T19:20:11.090Z,37.6559982,-118.8741684,3.15,1.25,md,16,108,0.0214,0.04,nc,nc72978911,2018-03-04T22:38:02.589Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.3,0.54,0.21,13,automatic,nc,nc
2018-03-04T19:14:49.651Z,41.0219,-116.4072,0,1,ml,4,300.62,0.018,0.0533,nn,nn00624216,2018-03-04T23:09:39.716Z,"42km NW of Carlin, Nevada",earthquake,,0,0.43,3,reviewed,nn,nn
2018-03-04T19:14:20.950Z,37.6554985,-118.875,3.56,1.63,md,22,109,0.02057,0.05,nc,nc72978896,2018-03-04T21:43:03.478Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.3,0.39,0.17,18,automatic,nc,nc
2018-03-04T19:05:20.900Z,46.8756667,-112.5293333,12.72,0.77,md,11,105,0.118,0.13,mb,mb80285249,2018-03-05T15:20:53.620Z,"14km SE of Lincoln, Montana",earthquake,0.47,0.8,0.378,12,reviewed,mb,mb
2018-03-04T18:53:48.186Z,55.317,-157.086,41.5,3.6,ml,,,,0.66,ak,ak18583841,2018-03-04T21:48:14.065Z,"119km SE of Chignik Lake, Alaska",earthquake,,11.1,,,reviewed,ak,ak
2018-03-04T18:41:26.170Z,37.6570015,-118.8741684,3.19,1.26,md,17,110,0.02196,0.03,nc,nc72978886,2018-03-04T21:16:04.370Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.3,0.54,0.22,13,automatic,nc,nc
2018-03-04T18:40:38.970Z,37.6576653,-118.8733368,3.08,0.93,md,14,123,0.02288,0.03,nc,nc72978876,2018-03-04T20:48:03.271Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.43,0.52,0.14,11,automatic,nc,nc
2018-03-04T18:38:51.210Z,37.6526667,-118.8738333,3.71,0.34,md,17,88,0.02004,0.06,nc,nc72978881,2018-03-05T19:29:09.384Z,"9km E of Mammoth Lakes, CA",earthquake,0.29,0.52,0.054,12,reviewed,nc,nc
2018-03-04T18:36:58.910Z,37.6556664,-118.8744965,2.41,1.08,md,7,155,0.021,0.03,nc,nc72978871,2018-03-04T20:21:04.203Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.88,0.86,0.13,7,automatic,nc,nc
2018-03-04T18:32:51.105Z,36.4665,-115.7779,11.1,0.7,ml,9,282.6,0.245,0.1381,nn,nn00624210,2018-03-04T22:57:20.263Z,"34km NNE of Pahrump, Nevada",earthquake,,6.7,0.19,3,reviewed,nn,nn
2018-03-04T18:29:26.752Z,37.3806,-117.249,6.7,0.2,ml,9,119.2,0.081,0.1732,nn,nn00624130,2018-03-04T19:08:59.138Z,"36km S of Goldfield, Nevada",earthquake,,2.8,0.8,5,reviewed,nn,nn
2018-03-04T18:27:45.800Z,33.6056667,-116.7298333,13.42,0.54,ml,24,70,0.03099,0.17,ci,ci37888023,2018-03-05T14:30:51.375Z,"8km NW of Anza, CA",earthquake,0.34,0.61,0.134,14,reviewed,ci,ci
2018-03-04T18:22:30.300Z,37.6535,-118.8756667,3.88,0.78,md,20,67,0.0191,0.05,nc,nc72978866,2018-03-05T19:24:39.289Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.23,0.38,0.286,16,reviewed,nc,nc
2018-03-04T18:16:32.699Z,38.3836,-118.899,9,1.1,ml,18,56.8,0.128,0.1914,nn,nn00624127,2018-03-04T19:02:47.871Z,"28km WSW of Hawthorne, Nevada",earthquake,,2,0.09,4,reviewed,nn,nn
2018-03-04T18:14:11.105Z,38.4572,-118.2292,2.4,0.5,ml,5,166.08,0.063,0.0679,nn,nn00624209,2018-03-04T22:54:13.012Z,"35km ESE of Hawthorne, Nevada",earthquake,,3.7,0,1,reviewed,nn,nn
2018-03-04T18:12:57.400Z,37.6523333,-118.8743333,3.48,0.86,md,15,88,0.01954,0.06,nc,nc72978861,2018-03-05T19:13:07.233Z,"9km E of Mammoth Lakes, CA",earthquake,0.28,0.39,0.229,12,reviewed,nc,nc
2018-03-04T18:12:44.270Z,37.6546667,-118.876,3.75,0.37,md,0,90,0.01946,0.04,nc,nc72978856,2018-03-05T19:19:08.044Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.34,0.7,0.134,10,reviewed,nc,nc
2018-03-04T18:10:29.310Z,46.867,-121.7581667,-1.91,0.22,ml,8,115,0.01815,0.14,uw,uw61370871,2018-03-05T04:37:40.570Z,"29km NNW of Packwood, Washington",earthquake,0.36,0.77,0.296,6,reviewed,uw,uw
2018-03-04T18:07:30.330Z,37.6573333,-118.8735,4.05,0.65,md,18,93,0.02258,0.06,nc,nc72978851,2018-03-05T18:59:35.488Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.4,0.62,0.157,15,reviewed,nc,nc
2018-03-04T17:50:07.160Z,36.0345001,-120.6054993,4.11,1.41,md,21,166,0.05385,0.05,nc,nc72978846,2018-03-04T18:31:03.957Z,"22km NW of Parkfield, CA",earthquake,0.46,0.66,0.07,11,automatic,nc,nc
2018-03-04T17:43:37.350Z,-8.9542,158.4725,10.01,5,mb,,83,1.533,0.71,us,us2000dc44,2018-03-04T18:01:45.040Z,"117km SSW of Dadali, Solomon Islands",earthquake,10.7,5,0.065,76,reviewed,us,us
2018-03-04T17:32:19.280Z,38.3903351,-122.6361694,6.25,1.75,md,4,209,0.3696,0.1,nc,nc72978836,2018-03-04T18:05:02.882Z,"8km NE of Rohnert Park, CA",earthquake,4.54,10.6,0.21,3,automatic,nc,nc
2018-03-04T17:09:47.560Z,34.1506667,-116.4236667,4.09,1.2,ml,28,85,0.08584,0.2,ci,ci37888015,2018-03-04T17:13:31.134Z,"4km N of Yucca Valley, CA",earthquake,0.34,0.85,0.154,27,automatic,ci,ci
2018-03-04T17:08:33.521Z,36.5433,-116.5237,7.2,1.5,ml,33,41.97,0.136,0.1671,nn,nn00624121,2018-03-05T17:28:16.526Z,"45km SSE of Beatty, Nevada",earthquake,,2.2,0.32,18,reviewed,nn,nn
2018-03-04T17:05:16.690Z,33.7641667,-116.9271667,13.39,0.76,ml,25,86,0.07694,0.19,ci,ci37888007,2018-03-05T14:31:31.751Z,"4km WNW of Valle Vista, CA",earthquake,0.34,0.57,0.237,24,reviewed,ci,ci
2018-03-04T17:00:51.100Z,17.9258,-67.129,14,1.62,md,3,308,0.0829,0.23,pr,pr2018063010,2018-03-04T21:59:01.579Z,"8km SE of Pole Ojea, Puerto Rico",earthquake,2.65,1.31,0.15,3,reviewed,pr,pr
2018-03-04T16:56:48.442Z,38.396,-118.9069,6.4,0.8,ml,7,170.23,0.127,0.1471,nn,nn00624208,2018-03-04T22:48:02.776Z,"28km WSW of Hawthorne, Nevada",earthquake,,5.3,0.19,3,reviewed,nn,nn
2018-03-04T16:56:33.299Z,38.3736,-118.9117,7.7,1.1,ml,8,143.31,0.342,0.1056,nn,nn00624207,2018-03-04T22:44:56.197Z,"30km SW of Hawthorne, Nevada",earthquake,,7.7,0.32,2,reviewed,nn,nn
2018-03-04T16:32:37.189Z,63.7141,-145.8065,11.2,1.7,ml,,,,0.72,ak,ak18583450,2018-03-04T16:46:56.383Z,"33km WSW of Deltana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-03-04T16:25:12.021Z,38.26,-119.4411,10.5,0.7,ml,7,163.04,0.089,0.1692,nn,nn00624206,2018-03-04T22:38:45.046Z,"18km W of Bridgeport, California",earthquake,,2.5,0,1,reviewed,nn,nn
2018-03-04T16:25:02.218Z,38.2512,-119.448,11.4,0.9,ml,11,99.2,0.098,0.1401,nn,nn00624112,2018-03-04T17:21:11.816Z,"18km W of Bridgeport, California",earthquake,,2.2,0.31,2,reviewed,nn,nn
2018-03-04T16:16:31.810Z,-20.4585,-68.7101,126.32,5.1,mww,,35,0.522,1.02,us,us2000dc2w,2018-03-05T01:11:19.025Z,"151km E of Iquique, Chile",earthquake,6.1,4.8,0.073,18,reviewed,us,us
2018-03-04T16:06:37.843Z,63.2757,-151.2626,5.1,0.9,ml,,,,0.31,ak,ak18583436,2018-03-04T16:13:05.761Z,"116km W of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
